,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
1915,Timbaland,Carry Out (Featuring Justin Timberlake),232466,0,2009,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,hip hop
1916,Timbaland,Carry Out (Featuring Justin Timberlake),232466,0,2009,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,pop
1917,Timbaland,Carry Out (Featuring Justin Timberlake),232466,0,2009,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,R&B
1918,DJ Fresh,Gold Dust - Radio Edit,192446,0,2010,63,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,pop
1919,DJ Fresh,Gold Dust - Radio Edit,192446,0,2010,63,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,Dance/Electronic
1920,Edward Maya,Stereo Love - Radio Edit,184573,0,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
1921,Taio Cruz,Break Your Heart,201546,0,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,hip hop
1922,Taio Cruz,Break Your Heart,201546,0,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,pop
1923,Black Eyed Peas,Imma Be,257560,0,2009,61,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,hip hop
1924,Black Eyed Peas,Imma Be,257560,0,2009,61,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,pop
1925,Sidney Samson,Riverside,320348,1,2009,47,0.804,0.976,1,-2.458,0,0.0445,0.00023,0.894,0.125,0.237,125.997,Dance/Electronic
1926,Eminem,Not Afraid,248133,1,2010,79,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,hip hop
1927,Lady Gaga,Alejandro,274213,0,2009,67,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop
1928,Rihanna,Rude Boy,222920,1,2009,74,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,hip hop
1929,Rihanna,Rude Boy,222920,1,2009,74,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,pop
1930,Rihanna,Rude Boy,222920,1,2009,74,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,R&B
1931,Ne-Yo,Beautiful Monster,251573,0,2010,57,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,pop
1932,Ne-Yo,Beautiful Monster,251573,0,2010,57,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,R&B
1933,3OH!3,Starstrukk,203093,0,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,hip hop
1934,3OH!3,Starstrukk,203093,0,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,pop
1935,3OH!3,Starstrukk,203093,0,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,rock
1936,Black Eyed Peas,The Time (Dirty Bit),307640,0,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,hip hop
1937,Black Eyed Peas,The Time (Dirty Bit),307640,0,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,pop
1938,Kelly Rowland,Commander,218106,0,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,hip hop
1939,Kelly Rowland,Commander,218106,0,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,pop
1940,Kelly Rowland,Commander,218106,0,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,R&B
1941,Swedish House Mafia,One (Your Name) - Radio Edit,163246,0,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,pop
1942,Swedish House Mafia,One (Your Name) - Radio Edit,163246,0,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,Dance/Electronic
1943,Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,1,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,hip hop
1944,Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,1,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,pop
1945,Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,1,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,R&B
1946,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,0,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,hip hop
1947,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,0,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,pop
1948,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,0,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,R&B
1949,Iyaz,Replay,182306,0,2009,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,hip hop
1950,Iyaz,Replay,182306,0,2009,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,pop
1951,Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,0,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,hip hop
1952,Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,0,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,pop
1953,Sean Kingston,Eenie Meenie,201946,0,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,hip hop
1954,Sean Kingston,Eenie Meenie,201946,0,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,pop
1955,Sean Kingston,Eenie Meenie,201946,0,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,R&B
1956,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,1,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,hip hop
1957,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,1,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,pop
1958,Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,0,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,hip hop
1959,Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,0,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,pop
1960,Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,0,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,Dance/Electronic
1961,Bruno Mars,Talking to the Moon,217866,0,2010,76,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,pop
1962,Miley Cyrus,Can't Be Tamed,168213,0,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,pop
1963,Mike Posner,Cooler Than Me - Single Mix,213293,0,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,hip hop
1964,Mike Posner,Cooler Than Me - Single Mix,213293,0,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,pop
1965,Mike Posner,Cooler Than Me - Single Mix,213293,0,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,Dance/Electronic
1966,Lady Gaga,Telephone,220640,0,2009,69,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop
1967,Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,0,2010,1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
1968,Rihanna,Hard,250600,1,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,hip hop
1969,Rihanna,Hard,250600,1,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,pop
1970,Rihanna,Hard,250600,1,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,R&B
1971,Tinie Tempah,Pass Out,268053,1,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,hip hop
1972,Tinie Tempah,Pass Out,268053,1,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,pop
1973,Tinie Tempah,Pass Out,268053,1,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,Dance/Electronic
1974,Adam Lambert,Whataya Want from Me,227320,0,2009,57,0.438,0.672,11,-4.706,0,0.0429,0.0055,0.0,0.0583,0.457,185.934,pop
1975,Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,1,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,hip hop
1976,Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,1,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,pop
1977,Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,1,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,R&B
1978,Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,0,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,hip hop
1979,Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,0,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,pop
1980,Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,0,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,R&B
1981,Enrique Iglesias,I Like It,231373,0,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,pop
1982,Enrique Iglesias,I Like It,231373,0,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,latin
1983,Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,0,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,pop
1984,Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,0,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,Dance/Electronic
1985,Usher,OMG (feat. will.i.am),269493,0,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,hip hop
1986,Usher,OMG (feat. will.i.am),269493,0,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,pop
1987,Usher,OMG (feat. will.i.am),269493,0,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,R&B
1988,Maroon 5,Misery,216200,0,2010,67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,pop
1989,Jay Sean,Down,212106,0,2009,3,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,hip hop
1990,Jay Sean,Down,212106,0,2009,3,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,pop
1991,Jay Sean,Down,212106,0,2009,3,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,R&B
1992,Rihanna,Man Down,267000,1,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,hip hop
1993,Rihanna,Man Down,267000,1,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,pop
1994,Rihanna,Man Down,267000,1,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,R&B
1995,3OH!3,My First Kiss (feat. Ke$ha),192440,0,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,hip hop
1996,3OH!3,My First Kiss (feat. Ke$ha),192440,0,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,pop
1997,3OH!3,My First Kiss (feat. Ke$ha),192440,0,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,rock
1998,Justin Bieber,Baby,214240,0,2010,81,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,pop
1999,Cali Swag District,Teach Me How to Dougie,237480,1,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,hip hop
2000,Cali Swag District,Teach Me How to Dougie,237480,1,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,pop
2001,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,1,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,pop
2002,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,1,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,Dance/Electronic
2003,K'NAAN,Wavin' Flag,220520,0,2009,57,0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974,set()
2004,Ludacris,How Low,201586,1,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,hip hop
2005,Ludacris,How Low,201586,1,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,pop
2006,Kesha,Blah Blah Blah (feat. 3OH!3),172053,1,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,pop
2007,Kesha,Blah Blah Blah (feat. 3OH!3),172053,1,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,Dance/Electronic
2008,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,1,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,hip hop
2009,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,1,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,pop
2010,Jason Derulo,In My Head,199026,0,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,hip hop
2011,Jason Derulo,In My Head,199026,0,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,pop
2012,Aloe Blacc,I Need A Dollar,243053,0,2010,1,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,R&B
2013,B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,1,2010,74,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,hip hop
2014,B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,1,2010,74,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,pop
2015,Ludacris,My Chick Bad,216933,1,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,hip hop
2016,Ludacris,My Chick Bad,216933,1,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,pop
2017,Nelly,Just A Dream,237800,0,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,hip hop
2018,Nelly,Just A Dream,237800,0,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,pop
2019,Nelly,Just A Dream,237800,0,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,R&B
2020,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,hip hop
2021,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,pop
2022,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,R&B
2023,Shontelle,Impossible,226533,0,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,pop
2024,Shontelle,Impossible,226533,0,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,R&B
2025,Take That,The Flood,289359,0,2010,57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop
2026,Trey Songz,Say Aah (feat. Fabolous),207546,0,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,hip hop
2027,Trey Songz,Say Aah (feat. Fabolous),207546,0,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,pop
2028,Trey Songz,Say Aah (feat. Fabolous),207546,0,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,R&B
2029,Jason Derulo,Whatcha Say,221253,0,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,hip hop
2030,Jason Derulo,Whatcha Say,221253,0,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,pop
2031,Drake,Over,233560,1,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,hip hop
2032,Drake,Over,233560,1,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,pop
2033,Drake,Over,233560,1,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,R&B
2034,Example,Kickstarts,181826,0,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,pop
2035,Example,Kickstarts,181826,0,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,Dance/Electronic
2036,Plan B,She Said,208853,0,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic
2037,The Saturdays,Higher,207613,0,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,pop
2038,The Saturdays,Higher,207613,0,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,Dance/Electronic
2039,Jay Sean,Do You Remember,210306,0,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,hip hop
2040,Jay Sean,Do You Remember,210306,0,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,pop
2041,Jay Sean,Do You Remember,210306,0,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,R&B
2042,Usher,Hey Daddy (Daddy's Home),224093,0,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,hip hop
2043,Usher,Hey Daddy (Daddy's Home),224093,0,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,pop
2044,Usher,Hey Daddy (Daddy's Home),224093,0,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,R&B
2045,Lil Wayne,Right Above It,271946,1,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,hip hop
2046,Lil Wayne,Right Above It,271946,1,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,pop
2047,The Wanted,All Time Low,205200,0,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,pop
2048,The Wanted,All Time Low,205200,0,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,Dance/Electronic
2049,Kesha,Your Love Is My Drug,187133,0,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,pop
2050,Kesha,Your Love Is My Drug,187133,0,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,Dance/Electronic
2051,Ellie Goulding,Starry Eyed,176613,0,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,pop
2052,Ellie Goulding,Starry Eyed,176613,0,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,rock
2053,Ellie Goulding,Starry Eyed,176613,0,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,Dance/Electronic
2054,Drake,Find Your Love,208946,0,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,hip hop
2055,Drake,Find Your Love,208946,0,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,pop
2056,Drake,Find Your Love,208946,0,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,R&B
2057,Jason Derulo,Ridin' Solo,215746,0,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,hip hop
2058,Jason Derulo,Ridin' Solo,215746,0,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,pop
2059,Two Door Cinema Club,What You Know,189693,0,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,World/Traditional
2060,Two Door Cinema Club,What You Know,189693,0,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,rock
2061,Two Door Cinema Club,What You Know,189693,0,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,pop
2062,JAY-Z,Young Forever,253906,1,2009,65,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,hip hop
2063,Young Money,BedRock,288133,1,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,hip hop
2064,Young Money,BedRock,288133,1,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,pop
2065,B.o.B,Nothin' on You (feat. Bruno Mars),268320,0,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,hip hop
2066,B.o.B,Nothin' on You (feat. Bruno Mars),268320,0,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,pop
2067,Katy Perry,Teenage Dream,227741,0,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop
2068,Scouting For Girls,This Ain't a Love Song,210680,0,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,pop
2069,Scouting For Girls,This Ain't a Love Song,210680,0,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,rock
2070,Travie McCoy,Billionaire (feat. Bruno Mars),211160,1,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,hip hop
2071,Travie McCoy,Billionaire (feat. Bruno Mars),211160,1,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,pop
2072,Owl City,Fireflies,228346,0,2009,78,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,rock
2073,Owl City,Fireflies,228346,0,2009,78,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,pop
2074,Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,0,2009,71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,pop
2075,Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,0,2009,71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,R&B
2076,Lady A,Need You Now,236440,0,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,pop
2077,Lady A,Need You Now,236440,0,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,country
2078,Taylor Swift,Back To December,293026,0,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,pop
2079,Neon Trees,Animal,212306,0,2010,64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,rock
2080,Neon Trees,Animal,212306,0,2010,64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,pop
2081,Kris Allen,Live Like We're Dying,212506,0,2009,51,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,pop
2082,Matt Cardle,When We Collide,226000,0,2011,46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,pop
2083,Robyn,Dancing On My Own,288670,0,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,pop
2084,Robyn,Dancing On My Own,288670,0,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,Dance/Electronic
2085,The Band Perry,If I Die Young,222773,0,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country
2086,B.o.B,Magic (feat. Rivers Cuomo),196133,0,2010,65,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,hip hop
2087,B.o.B,Magic (feat. Rivers Cuomo),196133,0,2010,65,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,pop
2088,Adele,Rolling in the Deep,228093,1,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,pop
2089,Adele,Rolling in the Deep,228093,1,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,R&B
2090,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,0,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,pop
2091,LMFAO,Party Rock Anthem,262146,0,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,hip hop
